"cycle","year","meanG","gain","varG","varGpct","varGenic","varGenicPct","bridgePoolY","donorPoolY","nElig","nGeno","nPheno","nCross","nBridgeIn","strategy","scenario","axis","level","rep","seed"
18,54,9.57960382894069,3.57960382894069,0.00971152277459932,6.24954417469904,0.0158114563647691,7.66906420349476,NA,NA,0,21720,3720,540,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",2,9002
19,57,9.52510890646438,3.52510890646438,0.0102724083927147,6.61048442358908,0.0145029735348368,7.03440800229365,NA,NA,0,22920,3920,570,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",2,9002
20,60,9.56039258058491,3.56039258058491,0.0100906907297949,6.49354575309443,0.0136951816439206,6.64260298879073,NA,NA,0,24120,4120,600,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",2,9002
1,3,6.45216443695207,0.452164436952073,0.272012440497532,86.2391719577443,0.344829271097937,94.530854975993,NA,NA,0,0,1260,30,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
2,6,6.83541823703232,0.835418237032321,0.192741875319972,61.1071306105502,0.318404849534413,87.2869131995523,NA,NA,0,0,2460,60,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
3,9,7.37926504811337,1.37926504811337,0.227273606496704,72.0551148185584,0.300061758458063,82.2583723311137,NA,NA,0,0,3660,90,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
4,12,7.83742264835604,1.83742264835604,0.174969507008232,55.4725562354621,0.289744202513076,79.4299367356177,NA,NA,0,0,4860,120,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
5,15,8.17547022462652,2.17547022462652,0.223470793596009,70.8494661538639,0.277987387455515,76.2069453241078,NA,NA,0,0,6060,150,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
6,18,8.55456802077021,2.55456802077021,0.223888227355086,70.9818098866144,0.265500460742112,72.7838024613161,NA,NA,0,0,7260,180,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
7,21,8.88715452968641,2.88715452968641,0.200423174662035,63.5424195760379,0.245805053174817,67.3845400654385,NA,NA,0,0,8460,210,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
8,24,9.38633813643245,3.38633813643245,0.190043057685783,60.2514940168277,0.217167168138418,59.5338035297162,NA,NA,0,0,9660,240,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
9,27,9.787913249198,3.787913249198,0.133004325111804,42.1678613061252,0.199929829452509,54.8083915648286,NA,NA,0,0,10860,270,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
10,30,9.92963137396269,3.92963137396269,0.118086889188893,37.4384183461949,0.192844937356759,52.8661524240171,NA,NA,0,0,12060,300,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
11,33,10.1420706168723,4.14207061687229,0.127388825285408,40.387516060623,0.180958109237407,49.6075194735798,NA,NA,0,0,13260,330,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
12,36,10.4806777552739,4.48067775527392,0.11909607348973,37.7583714273765,0.172438208317387,47.2718896828839,NA,NA,0,0,14460,360,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
13,39,10.7817840909564,4.78178409095636,0.115471549613184,36.6092477428765,0.158115773741025,43.3455641086937,NA,NA,0,0,15660,390,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
14,42,11.0025251177462,5.00252511774619,0.123274357669235,39.0830599864203,0.147619969976365,40.4682639874644,NA,NA,0,0,16860,420,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
15,45,11.2099928727763,5.20999287277626,0.0846047818589271,26.8232082247196,0.136919660387656,37.5349010200229,NA,NA,0,0,18060,450,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
16,48,11.4052118444193,5.40521184441928,0.0895896570640685,28.4036194339194,0.130449819999471,35.7612710102907,NA,NA,0,0,19260,480,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
17,51,11.5884837852943,5.58848378529432,0.093472975573569,29.6347916997722,0.121478925929192,33.3020067962571,NA,NA,0,0,20460,510,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
18,54,11.8337627093051,5.83376270930506,0.0857003202254573,27.1705391093097,0.110063431095972,30.1725842761722,NA,NA,0,0,21660,540,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
19,57,12.1060964863992,6.10609648639923,0.0665644496153582,21.1036782220391,0.0977091152406526,26.7857951073515,NA,NA,0,0,22860,570,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
20,60,12.2585492798506,6.25854927985059,0.0872742396673771,27.6695365417473,0.0903896103887602,24.7792396619648,NA,NA,0,0,24060,600,0,"PSRS","PSRS","strategy_comparison","PSRS",3,9003
1,3,6.3919101111318,0.391910111131796,0.302339224270404,95.8540142639652,0.35128433410835,96.3004339428694,NA,NA,0,1320,320,30,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
2,6,7.03568828685795,1.03568828685795,0.208865941018461,66.2191250174477,0.291908843838516,80.0233474822132,NA,NA,0,2520,520,60,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
3,9,7.35054948318341,1.35054948318341,0.237794412476132,75.3906445992346,0.260693840863232,71.4661246283166,NA,NA,0,3720,720,90,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
4,12,7.79272649375784,1.79272649375784,0.216204312268015,68.5456916219843,0.234475484521622,64.278673188518,NA,NA,0,4920,920,120,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
5,15,8.50906767269797,2.50906767269797,0.267997352539553,84.9662233374523,0.196384236304441,53.8364092542296,NA,NA,0,6120,1120,150,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
6,18,9.0582528083999,3.0582528083999,0.157453282597014,49.9191900501271,0.165086031444357,45.2563775903946,NA,NA,0,7320,1320,180,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
7,21,9.58582186880623,3.58582186880623,0.150395218600822,47.6814924156254,0.134679499660395,36.9207875250829,NA,NA,0,8520,1520,210,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
8,24,10.008063707513,4.00806370751304,0.101080627279082,32.046731324395,0.114793741214871,31.4693426935111,NA,NA,0,9720,1720,240,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
9,27,10.2957492599338,4.29574925993383,0.0961338438830627,30.4783967910674,0.099724297335787,27.3382333785541,NA,NA,0,10920,1920,270,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
10,30,10.6214129833196,4.62141298331965,0.0695937292100055,22.064084898267,0.0942277953319176,25.8314325430314,NA,NA,0,12120,2120,300,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
11,33,10.846178892018,4.84617889201803,0.107383613060049,34.0450379960229,0.0879352736477296,24.1064123529898,NA,NA,0,13320,2320,330,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
12,36,11.0933019396764,5.09330193967641,0.0955192950833318,30.2835594537769,0.0712793473461059,19.5403876976686,NA,NA,0,14520,2520,360,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
13,39,11.4716531764302,5.47165317643022,0.0357417990965977,11.3316256886369,0.056200308313072,15.4066479850552,NA,NA,0,15720,2720,390,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
14,42,11.5279399404306,5.52793994043061,0.0376770669141789,11.9451854721505,0.0409605723146081,11.2288551052447,NA,NA,0,16920,2920,420,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
15,45,11.6312561447567,5.63125614475667,0.0246113603072655,7.80281714237084,0.0330204322571523,9.05215987902293,NA,NA,0,18120,3120,450,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
16,48,11.7078684146951,5.70786841469512,0.0270480779344452,8.57535721472361,0.0356120694361015,9.76262647466194,NA,NA,0,19320,3320,480,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
17,51,11.7244148896675,5.72441488966752,0.0260960482171303,8.27352449578534,0.0285441957808752,7.82505273748036,NA,NA,0,20520,3520,510,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
18,54,11.7039674122716,5.70396741227158,0.0189256591466035,6.00021517608643,0.0253116369580808,6.93888507454968,NA,NA,0,21720,3720,540,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
19,57,11.7937955410192,5.79379554101921,0.0165892402003125,5.25947392577456,0.0235000120858557,6.44224960180706,NA,NA,0,22920,3920,570,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
20,60,11.9943091807012,5.99430918070123,0.016485737022618,5.22665914596875,0.02403113670161,6.58785111604683,NA,NA,0,24120,4120,600,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",3,9003
1,3,6.16506170610108,0.165061706101085,0.313037883591896,94.4762007221412,0.350695918584591,96.7239373717297,NA,NA,0,0,1260,30,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
2,6,6.82858258678463,0.828582586784625,0.295699865791019,89.2435112115794,0.320091876541128,88.283167778856,NA,NA,0,0,2460,60,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
3,9,7.24265183932222,1.24265183932222,0.324543593186858,97.9486741386861,0.30925815083406,85.2951643512078,NA,NA,0,0,3660,90,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
4,12,7.87164105294783,1.87164105294783,0.258500930111721,78.0167099261829,0.286321584949478,78.9691284763201,NA,NA,0,0,4860,120,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
5,15,8.37613568639815,2.37613568639815,0.19072259500254,57.5609123118097,0.273687904384587,75.484687218307,NA,NA,0,0,6060,150,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
6,18,8.87422356379913,2.87422356379913,0.170560013692848,51.4757571956502,0.249196740603364,68.7298843643229,NA,NA,0,0,7260,180,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
7,21,9.18759124759487,3.18759124759487,0.197166514143087,59.5057152576195,0.242403360861838,66.856231430711,NA,NA,0,0,8460,210,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
8,24,9.72560752524131,3.72560752524131,0.184948235652772,55.8181854357179,0.23092977481539,63.6917508668514,NA,NA,0,0,9660,240,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
9,27,9.92814805492583,3.92814805492583,0.198749585405782,59.9834930800853,0.220957667358263,60.9413866737345,NA,NA,0,0,10860,270,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
10,30,10.2863158082516,4.28631580825157,0.14561777121954,43.9480794611538,0.203660010901353,56.1705942260537,NA,NA,0,0,12060,300,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
11,33,10.791001015193,4.79100101519298,0.126250240956613,38.1028742239568,0.187688479607118,51.7655546725023,NA,NA,0,0,13260,330,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
12,36,11.1125763385079,5.11257633850787,0.118680469158522,35.8182840279995,0.173522297591262,47.8584407613156,NA,NA,0,0,14460,360,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
13,39,11.3359274869952,5.33592748699521,0.146372908730453,44.1759832606406,0.160134094506648,44.165897882851,NA,NA,0,0,15660,390,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
14,42,11.7167199877329,5.71671998773291,0.131648391176785,39.7320595413293,0.142962041254806,39.4297475165201,NA,NA,0,0,16860,420,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
15,45,11.9432976146618,5.94329761466179,0.13716261189474,41.3962754419671,0.137433627834077,37.9049795191341,NA,NA,0,0,18060,450,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
16,48,12.2526284548776,6.25262845487755,0.103758330699106,31.3147174560594,0.119691582780789,33.0116221584133,NA,NA,0,0,19260,480,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
17,51,12.3731078104944,6.37310781049444,0.06609222406814,19.9469219366904,0.108667355327036,29.9710772609646,NA,NA,0,0,20460,510,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
18,54,12.6255296428413,6.62552964284128,0.078085228209494,23.5664629760017,0.095540673044776,26.3506633134847,NA,NA,0,0,21660,540,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
19,57,12.8587795638241,6.85877956382414,0.0520286933985298,15.7024869463994,0.080532983126004,22.2114567163384,NA,NA,0,0,22860,570,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
20,60,13.0537228397329,7.05372283973292,0.0500233769146407,15.097273671669,0.0830603007564783,22.9085053537878,NA,NA,0,0,24060,600,0,"PSRS","PSRS","strategy_comparison","PSRS",4,9004
1,3,6.15891925404596,0.158919254045962,0.279542287432725,84.3670834813435,0.350369570028894,96.633928576104,NA,NA,0,1320,320,30,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
2,6,6.92786575417806,0.927865754178056,0.318974734098659,96.2679681392296,0.263390319769503,72.6445545660383,NA,NA,0,2520,520,60,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
3,9,7.80899584775935,1.80899584775935,0.231335352766587,69.8180200150997,0.21371929631173,58.9450025966004,NA,NA,0,3720,720,90,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
4,12,8.79504294902365,2.79504294902365,0.159558236823234,48.1553728769621,0.192947725645479,53.2160847684613,NA,NA,0,4920,920,120,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
5,15,9.3649871997354,3.3649871997354,0.136453139148721,41.1821534680045,0.157642303030286,43.4786475616158,NA,NA,0,6120,1120,150,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
6,18,9.98188429028616,3.98188429028616,0.105755393088452,31.9174396090001,0.118122022537694,32.5787284787064,NA,NA,0,7320,1320,180,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
7,21,10.406455724386,4.406455724386,0.0756062475131396,22.8182957728257,0.0979201920426849,27.0069482439096,NA,NA,0,8520,1520,210,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
8,24,10.517390864049,4.51739086404901,0.0791146335922964,23.8771420173183,0.0881104491792353,24.3013651330865,NA,NA,0,9720,1720,240,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",4,9004
