"cycle","year","meanG","gain","varG","varGpct","varGenic","varGenicPct","bridgePoolY","donorPoolY","nElig","nGeno","nPheno","nCross","nBridgeIn","strategy","scenario","axis","level","rep","seed","donorImprove","group","donorMeanObs","donorGapObs","burnInUsed","eliteVarObs","h2","cycleYears","nBridge","bridgeBar","bridgeLag","varGxERatio"
10,30,11.2232128427883,5.22321284278833,0.109770861264717,40.5496715935297,0.113143437338988,23.3241625255583,NA,NA,0,12060,2060,300,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
11,33,11.5430136135496,5.54301361354957,0.0973416488969184,35.9582848277371,0.100195914642498,20.6550715841941,NA,NA,0,13260,2260,330,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
12,36,11.9816646641399,5.98166466413989,0.104610991570013,38.6436009006788,0.0850736485104354,17.5376641470999,NA,NA,0,14460,2460,360,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
13,39,12.3828192045467,6.38281920454675,0.0563533901760733,20.8171042706057,0.0698422155645067,14.3977523158587,NA,NA,0,15660,2660,390,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
14,42,12.5607460013387,6.56074600133868,0.0374520278047931,13.8348866948741,0.0517644968240124,10.6710876509756,NA,NA,0,16860,2860,420,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
15,45,12.7744545448201,6.77445454482008,0.03252009354807,12.0130160078188,0.0335224246479468,6.91054204405068,NA,NA,0,18060,3060,450,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
16,48,12.8422314702959,6.84223147029588,0.0400786019117236,14.8051507178123,0.0298017313765036,6.14353286868964,NA,NA,0,19260,3260,480,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
17,51,12.9629400304387,6.96294003043867,0.0258018003049861,9.53125917784257,0.0234219526168504,4.82836161203575,NA,NA,0,20460,3460,510,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
18,54,13.004550552222,7.004550552222,0.0175529828563011,6.48412230813609,0.0166660751897109,3.43565880205092,NA,NA,0,21660,3660,540,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
19,57,13.0173451229202,7.01734512292025,0.0128709816452665,4.75457760637666,0.0136740461449839,2.81886145735547,NA,NA,0,22860,3860,570,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
20,60,12.9906303318799,6.99063033187993,0.0129407091774217,4.78033515712688,0.0133536711719147,2.75281716776404,NA,NA,0,24060,4060,600,0,"GSRS","GSRS_base","baseline","baseline",2,8202,0,"core",NA,NA,6,0.270707152366267,0.3,3,2,"poolMean",0,0
1,3,6.19092799525621,0.190927995256212,0.331394114533433,122.417938217257,0.471652154976442,97.2296032092489,5.12945258439592,3.11730132963449,0,1460,360,40,0,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
2,6,6.47110695082729,0.471106950827295,0.255562468799594,94.4055103700467,0.343301377329909,70.7704954738156,6.00951124807118,3.23341379104972,53,3160,660,90,2,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
3,9,7.28802937251429,1.28802937251429,0.235830550622223,87.1164830928235,0.290509424236937,59.8876009556568,6.50799312210154,3.34569169931046,99,4860,960,140,4,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
